,Title,Link,Name,Cat,Aut link,Plan,Budget,Date
949,KULDARPUNK 2015,https://www.hooandja.ee/projekt/kuldarpunk-2015,Kuldar Leement Kunst,Kunst,https://www.hooandja.ee/users/peagabassi,100,1705,2014
950,Margus Vaheri autoriplaadi salvestus,https://www.hooandja.ee/projekt/margus-vaheri-autoriplaadi-salvestus,margus.vaher Muusika,Muusika,https://www.hooandja.ee/users/margusvaher,106,4241,2014
951,Raamatu “Minu ilus elu maal” trükkimine,https://www.hooandja.ee/projekt/raamatu-minu-ilus-elu-maal-trukkimine,Heli Künnapas Trükis,Trükis,https://www.hooandja.ee/users/helikunnapas,102,2151,2014
948,Jõuluvana postkontor,https://www.hooandja.ee/projekt/jouluvana-postkontor,Mittetulundusühing Do Good Kodanikualgatus,Kodanikualgatus,https://www.hooandja.ee/users/kartkybarsepp,131,760,2014
947,Puutesein Käo Põhikoolile,https://www.hooandja.ee/projekt/puutesein-kao-pohikoolile,Hiie Härm Kodanikualgatus,Kodanikualgatus,https://www.hooandja.ee/users/hiieharm2,112,617,2014
945,Lühimängufilm „Võõras maa“,https://www.hooandja.ee/projekt/luhimangufilm-vooras-maa,Karl Film & Foto,Film & Foto,https://www.hooandja.ee/users/karljuhandi,104,521,2014
946,E Stuudio noortekoori ja Johan Randvere ühine plaat uue Eesti heliloominguga,https://www.hooandja.ee/projekt/e-stuudio-noortekoori-ja-pianist-johan-randvere-uhine-cd-plaat-uue-eesti-heliloominguga,Uku Püttsepp Muusika,Muusika,https://www.hooandja.ee/users/ukupyttsepp,118,2944,2014
944,"""Eesti Ajalugu"" mammut",https://www.hooandja.ee/projekt/eesti-ajalugu-mammut,Mart Kase Teater,Teater,https://www.hooandja.ee/users/martkase,103,4102,2014
943,Seltsimees Puu Eestit vallutamas,https://www.hooandja.ee/projekt/seltsimees-puu-eestit-vallutamas,Gamerton Mäng,Mäng,https://www.hooandja.ee/users/info53,167,2505,2014
942,35 aastat Saaremaa Kunstiklubi,https://www.hooandja.ee/projekt/35-aastat-saaremaa-kunstiklubi,Saaremaa Kunstiklubi Kunst,Kunst,https://www.hooandja.ee/users/signemehik,104,2070,2014
941,Laura Junson & The Jeth debüütalbum,https://www.hooandja.ee/projekt/laura-junson-jeth-debuutalbum,Laura Junson & The Jeth Muusika,Muusika,https://www.hooandja.ee/users/laurajunsonandthejeth,101,3529,2014
940,Naised köögis,https://www.hooandja.ee/projekt/naised-koogis,katrin.laidre Muusika,Muusika,https://www.hooandja.ee/users/katrinlaidre,124,2729,2014
939,Yggdrasil,https://www.hooandja.ee/projekt/yggdrasil,Marko Veinbergs Trükis,Trükis,https://www.hooandja.ee/users/markoveinbergs,102,2040,2015
938,Loomade poolt,https://www.hooandja.ee/projekt/loomade-poolt,Kadri Taperson Trükis,Trükis,https://www.hooandja.ee/users/kadri20,108,3796,2015
937,"Koosolemise raamat „Ma kingin sulle jõe""",https://www.hooandja.ee/projekt/koosolemise-raamat-ma-kingin-sulle-joe,Epp Petrone Trükis,Trükis,https://www.hooandja.ee/users/epppetrone,102,2030,2015
935,Eesti Aasta Pressifoto 2015 raamat ja näitus,https://www.hooandja.ee/projekt/eesti-aasta-pressifoto-2015-raamat-ja-naitus,Liis Treimann  Trükis,Trükis,https://www.hooandja.ee/users/liistreimann,116,4072,2015
936,Artur Läätse vinüül,https://www.hooandja.ee/projekt/artur-laatse-vinuul,Hugo Murutar Muusika,Muusika,https://www.hooandja.ee/users/pehmeningsoe1,104,1566,2015
934,Ansambli Rüüt debüütplaadi lendu aitamine,https://www.hooandja.ee/projekt/ansambli-ruut-debuutplaadi-lendu-aitamine,Merli Antsmaa Muusika,Muusika,https://www.hooandja.ee/users/merliantsmaa,144,3529,2015
932,"""Pihlamarjasõda""",https://www.hooandja.ee/projekt/pihlamarjasoda,Indrek Liit Muusika,Muusika,https://www.hooandja.ee/users/vsovsvsop,112,1680,2015
933,Duo Malva & Kirsipu debüütalbum „Hingerännakud“,https://www.hooandja.ee/projekt/duo-malva-kirsipu-debuutalbum-hingerannakud,Duo Malva & Kirsipu Muusika,Muusika,https://www.hooandja.ee/users/info58,121,1811,2015
931,Kruuvi uus album,https://www.hooandja.ee/projekt/kruuvi-uus-album-0,Allan Kasuk Muusika,Muusika,https://www.hooandja.ee/users/allankasuk,102,3269,2015
930,Hot Kommunist esimene täispikk plaat 21. Sajandi Kodu,https://www.hooandja.ee/projekt/hot-kommunist-esimene-taispikk-plaat-21-sajandi-kodu,Lembit Krull Muusika,Muusika,https://www.hooandja.ee/users/kryllgore,100,1501,2015
929,Jan Gehli raamatu „Linnad inimestele“ tõlkimine ja väljaandmine,https://www.hooandja.ee/projekt/jan-gehli-raamatu-linnad-inimestele-tolkimine-ja-valjaandmine,Eneli Rohtla Trükis,Trükis,https://www.hooandja.ee/users/eneliluts,117,3506,2015
928,"Ballett, mu unistus",https://www.hooandja.ee/projekt/ballett-mu-unistus,Margit Reinkubjas  Teater,Teater,https://www.hooandja.ee/users/margit-reinkubjas,111,555,2015
927,Festival Ladyfest Tallinn 2015,https://www.hooandja.ee/projekt/festival-ladyfest-tallinn-2015,MTÜ Oma Tuba Sündmus,Sündmus,https://www.hooandja.ee/users/omatuba,110,1855,2015
926,Pelléas-Mélisande / Telefon,https://www.hooandja.ee/projekt/pelleas-melisande-telefon,Auri Jürna Teater,Teater,https://www.hooandja.ee/users/auri,112,921,2015
925,Robootikaring Laagrisse,https://www.hooandja.ee/projekt/robootikaring-laagrisse,Diana Poudel Tehnoloogia,Tehnoloogia,https://www.hooandja.ee/users/dianapoudel,139,5555,2015
924,Imiteerimiskonkurss “Noored tähed 2015”,https://www.hooandja.ee/projekt/imiteerimiskonkurss-noored-tahed-2015,NÕEL Sündmus,Sündmus,https://www.hooandja.ee/users/info13,102,1020,2015
923,Ansambli Ars Apta debüütalbum „Ajaillusioon“,https://www.hooandja.ee/projekt/ansambli-ars-apta-debuutalbum-ajaillusioon,Vootele Ruusmaa Muusika,Muusika,https://www.hooandja.ee/users/vooteleruusmaa,106,1589,2015
922,Vennad Abrod debüütalbum „Hurm“,https://www.hooandja.ee/projekt/vennad-abrod-debuutalbum-hurm,Vennad Abrod Muusika,Muusika,https://www.hooandja.ee/users/kanneldaja,106,1057,2015
921,Lühifilm Piirjoon,https://www.hooandja.ee/projekt/luhifilm-piirjoon,Norman Tamkivi Film & Foto,Film & Foto,https://www.hooandja.ee/users/normantamkivi,115,4026,2015
919,Tunnetustuba erivajadustega lastele!,https://www.hooandja.ee/projekt/tunnetustuba-erivajadustega-lastele,Helena Laas Kodanikualgatus,Kodanikualgatus,https://www.hooandja.ee/users/helenalaas,106,4231,2015
920,Koomiks-värviraamat „MAU NAU“,https://www.hooandja.ee/projekt/koomiks-varviraamat-mau-nau,Okeiko Trükis,Trükis,https://www.hooandja.ee/users/okeiko1,121,3037,2015
918,Regilaul Uues Kuues 2015,https://www.hooandja.ee/projekt/regilaul-uues-kuues-2015,Ulvi Tamm Sündmus,Sündmus,https://www.hooandja.ee/users/ulvitamm,111,775,2015
916,Muusikavideod Laulupesa lastelauludele,https://www.hooandja.ee/projekt/muusikavideod-laulupesa-lastelauludele,Airi Liiva Film & Foto,Film & Foto,https://www.hooandja.ee/users/airiliiva,119,2613,2015
917,Abraham's Café album „Berber Cinema“,https://www.hooandja.ee/projekt/abrahams-cafe-album-berber-cinema,Marten Altrov Muusika,Muusika,https://www.hooandja.ee/users/martenaltrov,105,3149,2015
915,E.T.A. Tantsukooli 9. lennu lõpulavastus „See oleme meie“,https://www.hooandja.ee/projekt/eta-tantsukooli-9-lennu-lopulavastus-see-oleme-meie,SA Eesti Tantsuagentuur Teater,Teater,https://www.hooandja.ee/users/helena1,111,890,2015
914,"Kaarel Liiv'i esikplaat ""I’ll Be Bach""",https://www.hooandja.ee/projekt/ill-be-bach,Kaarel Liiv Muusika,Muusika,https://www.hooandja.ee/users/kaarel007,104,3122,2015
913,Arendavad kunstitunnid erivajadustega lastele,https://www.hooandja.ee/projekt/arendavad-kunstitunnid-erivajadustega-lastele,Olga Dervojed Kodanikualgatus,Kodanikualgatus,https://www.hooandja.ee/users/dolga,120,1800,2015
912,14. Supilinna päevad,https://www.hooandja.ee/projekt/14-supilinna-paevad,kristiina.praakli Sündmus,Sündmus,https://www.hooandja.ee/users/kristiinapraakli,102,1226,2015
911,Ansambel „Power Play“ debüütalbum,https://www.hooandja.ee/projekt/ansambel-power-play-debuutalbum,Pent Järve Muusika,Muusika,https://www.hooandja.ee/users/pentjarve,103,1551,2015
908,"Haldjapere jutu- ja meisterdamisraamat ""Väikese vimkaga perekond""",https://www.hooandja.ee/projekt/haldjapere-jutu-ja-meisterdamisraamat-vaikese-vimkaga-perekond,Haldjapere Trükis,Trükis,https://www.hooandja.ee/users/mari35,107,2684,2015
909,Karel Kraviku fotonäitus „Blood Unquiet“ New York’i,https://www.hooandja.ee/projekt/karel-kraviku-fotonaitus-blood-unquiet-new-yorki,Karel Kravik Kultuurisaadikud,Kultuurisaadikud,https://www.hooandja.ee/users/karelkravik,111,4422,2015
910,Mari Kalkun ja Anna Hints muusikavideo „Jakopi unõnägo“,https://www.hooandja.ee/projekt/mari-kalkun-ja-anna-hints-muusikavideo-jakopi-unonago,Mari Kalkun Film & Foto,Film & Foto,https://www.hooandja.ee/users/marikalkun,114,1598,2015
907,Pärnu Naiskoor Leelo kontsertreis Wales`i,https://www.hooandja.ee/projekt/parnu-naiskoor-leelo-kontsertreis-walesi,Siiri Metsamägi Kultuurisaadikud,Kultuurisaadikud,https://www.hooandja.ee/users/siirimetsamagi,100,500,2015
904,Lõõtsavägilaste & Linnutee ühise plaadi väljaandmine,https://www.hooandja.ee/projekt/lootsavagilaste-linnutee-uhise-plaadi-valjaandmine,margus.poldsepp Muusika,Muusika,https://www.hooandja.ee/users/marguspoldsepp,137,1644,2015
905,MOOD-PERFORMANCE-TANTS 2015 moeetendus “Taurus”,https://www.hooandja.ee/projekt/mood-performance-tants-2015-moeetendus-taurus,Eva Liisa Kubinyi Teater,Teater,https://www.hooandja.ee/users/evaliisaky,103,1034,2015
906,Kultuuridessant 2015,https://www.hooandja.ee/projekt/kultuuridessant-2015,annaliisa.zirkel Sündmus,Sündmus,https://www.hooandja.ee/users/annaliisazirkel,114,570,2015
903,Sa oled mu Peegel/Piibel,https://www.hooandja.ee/projekt/sa-oled-mu-peegelpiibel,Maarika Siim Trükis,Trükis,https://www.hooandja.ee/users/maarikasiim,129,2189,2015
900,Ansambli Chacha Roots debüütalbumi „Võta siis pealegi päike“ väljaandmine,https://www.hooandja.ee/projekt/ansambli-chacha-roots-debuutalbumi-vota-siis-pealgi-paike-valjaandmine,erkimeister67 Muusika,Muusika,https://www.hooandja.ee/users/erkimeister67,100,2005,2015
901,Suvine lustikava Juunituur 2015,https://www.hooandja.ee/projekt/suvine-lustikava-juunituur-2015,MTÜ Must Kast Teater,Teater,https://www.hooandja.ee/users/kastmust,120,2398,2015
902,"""Kiripuu"" Ursula Zimmermanni esikluulekogu",https://www.hooandja.ee/projekt/kiripuu-ursula-zimmermanni-esikluulekogu,Ursula Zimmermann Trükis,Trükis,https://www.hooandja.ee/users/ursula2,111,2047,2015
898,Rosma Johannese waldorfkooli katuse vahetus,https://www.hooandja.ee/projekt/rosma-johannese-waldorfkooli-katuse-vahetus,jaanus_10 Kodanikualgatus,Kodanikualgatus,https://www.hooandja.ee/users/jaanus10,125,6860,2015
899,Pavel Semjonovi joonistuste isikunäitus St. Peterburis,https://www.hooandja.ee/projekt/pavel-semjonovi-joonistuste-isikunaitus-st-peterburis,Pavel Semjonov Kultuurisaadikud,Kultuurisaadikud,https://www.hooandja.ee/users/pashasemjonov,200,3005,2015
897,Lexsoul Dancemachine’i debüütalbum!,https://www.hooandja.ee/projekt/lexsoul-dancemachinei-debuutalbum,Lexsoul Dancemachine Muusika,Muusika,https://www.hooandja.ee/users/353,123,3067,2015
896,Asta Salumaa Siberi-mälestused,https://www.hooandja.ee/projekt/asta-salumaa-siberi-malestused,Hõbe Ilus Trükis,Trükis,https://www.hooandja.ee/users/ilushobe,115,1729,2015
895,Kihnu kivilaeva mudeli ehitamine,https://www.hooandja.ee/projekt/kihnu-kivilaeva-mudeli-ehitamine,Reet Laos Tehnoloogia,Tehnoloogia,https://www.hooandja.ee/users/laosreet,109,8140,2015
894,Verbariumi debüütalbum “Vana tarkus”,https://www.hooandja.ee/projekt/verbariumi-debuutalbum-vana-tarkus,mingorajandi Muusika,Muusika,https://www.hooandja.ee/users/mingorajandi,109,2725,2015
892,Rahvusvaheline näitus “Uus Põhjamaade moeillustratsioon II”,https://www.hooandja.ee/projekt/rahvusvaheline-naitus-uus-pohjamaade-moeillustratsioon-ii,Helen Saluveer Kunst,Kunst,https://www.hooandja.ee/users/helen,104,5737,2015
893,Lennutame Laste Rahvatantsurühma Tantsutrollid Kanadasse!,https://www.hooandja.ee/projekt/lennutame-aasmae-laste-rahvatantsuruhma-tantsutrollid-kanadasse,Piret Kunts Kultuurisaadikud,Kultuurisaadikud,https://www.hooandja.ee/users/piretkunts,102,1532,2015
891,Mänguliste kunstide festival Maikellukese päevad,https://www.hooandja.ee/projekt/manguliste-kunstide-festival-maikellukese-paevad,Katrin Essenson Sündmus,Sündmus,https://www.hooandja.ee/users/nosnesse,101,2025,2015
890,Peep Sarapiku loomingu jäädvustamine,https://www.hooandja.ee/projekt/peep-sarapiku-loomingu-jaadvustamine,mroomere Muusika,Muusika,https://www.hooandja.ee/users/mroomere,142,1423,2015
889,"Tants, mu Hingetoit",https://www.hooandja.ee/projekt/tants-mu-hingetoit,Ciara Tantsukool Teater,Teater,https://www.hooandja.ee/users/info60,100,500,2015
886,EdFox - interaktiivne digitaalõpik,https://www.hooandja.ee/projekt/edfox-interaktiivne-digitaalopik,Sebastian Pikand Tehnoloogia,Tehnoloogia,https://www.hooandja.ee/users/sebastianpikand,105,7365,2015
887,Kannelseelikute debüütplaadi “Seeliku Sees Sümbioos” välja andmine,https://www.hooandja.ee/projekt/kannelseelikute-debuutplaadi-seeliku-sees-sumbioos-valja-andmine,Marita Lumi Muusika,Muusika,https://www.hooandja.ee/users/maritalumi,102,1533,2015
888,Paljandi allikamaja,https://www.hooandja.ee/projekt/paljandi-allikamaja,Janno Sild Kodanikualgatus,Kodanikualgatus,https://www.hooandja.ee/users/jannosild72,120,602,2015
884,Wiljandi Mõttekamber Wimka,https://www.hooandja.ee/projekt/wiljandi-mottekamber-wimka,Siim-Sander Ammon Kodanikualgatus,Kodanikualgatus,https://www.hooandja.ee/users/siimammon,102,2284,2015
885,Pühendusega pink Sillaotsa Liidile,https://www.hooandja.ee/projekt/puhendusega-pink-sillaotsa-liidile,Eve Ellermäe Kodanikualgatus,Kodanikualgatus,https://www.hooandja.ee/users/eve12,155,310,2015
883,Ansambel Gretagrund debüütalbum „Püsimatu hing“,https://www.hooandja.ee/projekt/ansambel-gretagrund-debuutalbum-pusimatu-hing,Maarja Aarma Muusika,Muusika,https://www.hooandja.ee/users/maarjaaarma,104,3105,2015
881,Õhuakrobaadid Eesti Lennupäevadele 6.-7. juunil Tartumaal,https://www.hooandja.ee/projekt/ohuakrobaadid-eesti-lennupaevadele-6-7-juunil-tartumaal,kristelmeosest Sündmus,Sündmus,https://www.hooandja.ee/users/kristelmeosest,101,5055,2015
882,Kultuuri- ja kogukonnahoovi Uus Õu avamine kolmandaks hooajaks,https://www.hooandja.ee/projekt/kultuuri-ja-kogukonnahoovi-uus-ou-avamine-kolmandaks-hooajaks,Karmen Otu Kodanikualgatus,Kodanikualgatus,https://www.hooandja.ee/users/karmenotu,133,1000,2015
880,VENE FILMI PÄEVAD 2,https://www.hooandja.ee/projekt/vene-filmi-paevad-2,Annika Haas Sündmus,Sündmus,https://www.hooandja.ee/users/haasamutt,104,4163,2015
878,"""It Moves, It Speaks.""",https://www.hooandja.ee/projekt/it-moves-it-speaks,eve n Trükis,Trükis,https://www.hooandja.ee/users/eve3,101,1256,2015
879,Pollianna – Rõõmu Jagamise Rõõm!,https://www.hooandja.ee/projekt/pollianna-davayte-delitsya-radostyu,Tatjana Boiko Kodanikualgatus,Kodanikualgatus,https://www.hooandja.ee/users/polliannaee,100,350,2015
877,Aitame robootikameeskonna Austraaliasse võistlustele,https://www.hooandja.ee/projekt/aitame-robootikameeskonna-austraaliasse-voistlustele,"Lauri ""Öökullipapa"" Vilibert Tehnoloogia",Tehnoloogia,https://www.hooandja.ee/users/laurivilibert,100,9005,2015
876,Ansambli Innersound debüütalbum,https://www.hooandja.ee/projekt/ansambli-innersound-debuutalbum,Jan Muusika,Muusika,https://www.hooandja.ee/users/jankulbin1,102,2552,2015
875,Saaremaa Ühisgümnaasiumi XLV lend tahavaatepeeglis,https://www.hooandja.ee/projekt/saaremaa-uhisgumnaasiumi-xlv-lend-tahavaatepeeglis,Gerda Johanna Raidaru Kodanikualgatus,Kodanikualgatus,https://www.hooandja.ee/users/gerdar,193,2895,2015
874,Estonian Cruising Guide – purjetamisjuhis Eesti vetes,https://www.hooandja.ee/projekt/estonian-cruising-guide-purjetamisjuhis-eesti-vetes,MTÜ Eesti Väikesadamate Arenduskeskus Kodanikualgatus,Kodanikualgatus,https://www.hooandja.ee/users/jaanomartinots1,102,15235,2015
872,Kogu Me Lugu,https://www.hooandja.ee/projekt/kogu-me-lugu,Sihtasutus Unitas EV100,EV100,https://www.hooandja.ee/users/info63,100,7026,2015
873,Rändnukuteater Nõu Puu,https://www.hooandja.ee/projekt/randnukuteater-nou-puu,ave teeääre Teater,Teater,https://www.hooandja.ee/users/ateeaare,103,770,2015
871,"Ansambli The Princes debüütplaat ""Falling Stars""",https://www.hooandja.ee/projekt/ansambli-princes-debuutplaat-falling-stars,Kaur Garšnek Muusika,Muusika,https://www.hooandja.ee/users/kaurgarshnek,104,2599,2015
870,"Kaalustalla.ee raamatu ""60 minutiga nädalas vormi"" trükkimine",https://www.hooandja.ee/projekt/kaalustallaee-raamatu-60-minutiga-nadalas-vormi-trukkimine,info@fitlap.ee Trükis,Trükis,https://www.hooandja.ee/users/info68,115,4601,2015
869,Lasteaedade kalender „Väärtuste aastaring“,https://www.hooandja.ee/projekt/lasteaedade-kalender-vaartuste-aastaring,Margit Hiiet Trükis,Trükis,https://www.hooandja.ee/users/margithiiet,106,740,2015
868,Noorte II Suvepäevad Palal,https://www.hooandja.ee/projekt/noorte-ii-suvepaevad-palal,Meery Kodanikualgatus,Kodanikualgatus,https://www.hooandja.ee/users/meer2197,100,1300,2015
867,"Visuaalteatriõhtu ""Üle vee""/""Laineid lausudes ja lauldes"" Viinistu rannajoonel",https://www.hooandja.ee/projekt/visuaalteatriohtu-ule-veelaineid-lausudes-ja-lauldes-viinistu-rannajoonel,Mihkel Tikerpalu Teater,Teater,https://www.hooandja.ee/users/tugimihkel,103,5143,2015
866,Dokumentaalfilm nõukogude hipiliikumisest,https://www.hooandja.ee/projekt/dokumentaalfilm-noukogude-hipiliikumisest,Liis Lepik Film & Foto,Film & Foto,https://www.hooandja.ee/users/liis3,101,8099,2015
865,KASS NIMEGA INIMENE,https://www.hooandja.ee/projekt/kass-nimega-inimene,Ott Raun Trükis,Trükis,https://www.hooandja.ee/users/ottraun,128,1280,2015
864,ELFi talgute suvekool Nedrema puisniidul,https://www.hooandja.ee/projekt/elfi-talgute-suvekool-nedrema-puisniidul,Eestimaa Looduse Fond Kodanikualgatus,Kodanikualgatus,https://www.hooandja.ee/users/kertu2-0,101,2022,2015
863,Toeta Nukufilmi Lastestuudio uute ruumide remonti!,https://www.hooandja.ee/projekt/toeta-nukufilmi-lastestuudio-uute-ruumide-remonti,Elo Liiv Kodanikualgatus,Kodanikualgatus,https://www.hooandja.ee/users/eloliiv,101,4558,2015
862,Naeratava Kuu Inimesed,https://www.hooandja.ee/projekt/naeratava-kuu-inimesed,Ena Mets Trükis,Trükis,https://www.hooandja.ee/users/enamets,111,4199,2015
860,VIIKINGIPAADI EHITAMISE ÕPITOAD LAHEMAAL,https://www.hooandja.ee/projekt/viikingipaadi-ehitamise-opitoad-lahemaal,Lahemaa Mereklubi MTÜ Kodanikualgatus,Kodanikualgatus,https://www.hooandja.ee/users/info65,105,3847,2015
861,Merli Meditatsioonid,https://www.hooandja.ee/projekt/merli-meditatsioonid,ilrem.krim Trükis,Trükis,https://www.hooandja.ee/users/ilremkrim,103,620,2015
858,"SVJATA VATRA uus CD ""VABADUS""",https://www.hooandja.ee/projekt/svjata-vatra-uus-cd-vabadus,Svjata Vatra Muusika,Muusika,https://www.hooandja.ee/users/svjatavatra,102,3061,2015
859,Õlleköök Tark Bakter,https://www.hooandja.ee/projekt/ollekook-tark-bakter,Tark Bakter Kodanikualgatus,Kodanikualgatus,https://www.hooandja.ee/users/tarkbakter,110,10492,2015
857,E STuudio noortekoor ning Veljo Tormise koorimuusika Kanadas ja  USA’s,https://www.hooandja.ee/projekt/est-koor,Carol Kultuurisaadikud,Kultuurisaadikud,https://www.hooandja.ee/users/carolmannamets,112,2246,2015
856,Hiiumaa TantsuFestival 2015,https://www.hooandja.ee/projekt/hiiumaa-tantsufestival-2015,Siim Tõniste Sündmus,Sündmus,https://www.hooandja.ee/users/siim-tC3B5niste,100,2001,2015
855,Ekstreemrahvatants Ameerikasse,https://www.hooandja.ee/projekt/ekstreemrahvatants-ameerikasse,Kristjan Õunpuu Kultuurisaadikud,Kultuurisaadikud,https://www.hooandja.ee/users/kristjan691,100,2203,2015
854,"Üle-Eestilise Noorte Muusikaliteatri draamamuusikal ""Hammasrataste vahel""",https://www.hooandja.ee/projekt/hammasrataste-vahel,Kaarel Orumägi Teater,Teater,https://www.hooandja.ee/users/kaarelorumagi,112,1121,2015
853,Arvamusfestival 2015,https://www.hooandja.ee/projekt/arvamusfestival-2015,Arvamusfestival Kodanikualgatus,Kodanikualgatus,https://www.hooandja.ee/users/arvamusfestival,105,5243,2015
852,Aita töötuba ratastele!,https://www.hooandja.ee/projekt/aita-tootuba-ratastele,Veronika Nuter Kodanikualgatus,Kodanikualgatus,https://www.hooandja.ee/users/triipkoodx,102,2031,2015
851,Kersti Kinks „Näpud saviseks. Väike keraamikaraamat lastele.“,https://www.hooandja.ee/projekt/kersti-kinks-napud-saviseks-vaike-keraamikaraamat-lastele,Kersti Kinks Trükis,Trükis,https://www.hooandja.ee/users/info69,103,2585,2015
850,Järva-Jaani Rulapark,https://www.hooandja.ee/projekt/jarva-jaani-rulapark,Arto Saar Kodanikualgatus,Kodanikualgatus,https://www.hooandja.ee/users/saararto,104,2596,2015
849,Susanna Aleksandra debüütalbum,https://www.hooandja.ee/projekt/susanna-aleksandra-debuutalbum,Susanna Veldi Muusika,Muusika,https://www.hooandja.ee/users/susannaaleksandra,111,3332,2015
848,„Eesti klaver“ inglise keelde!,https://www.hooandja.ee/projekt/eesti-klaver,Eesti Teatri- ja Muusikamuuseum Trükis,Trükis,https://www.hooandja.ee/users/info73,100,656,2015
847,Vikerkaar Minu kõhus,https://www.hooandja.ee/projekt/vikerkaar-minu-kohus,Küllike Põlma Mäng,Mäng,https://www.hooandja.ee/users/pisike111,102,2588,2015
846,RuhnuRahu festival,https://www.hooandja.ee/projekt/ruhnurahu-festival,Martin Aadamsoo Sündmus,Sündmus,https://www.hooandja.ee/users/aadamsoom,101,1212,2015
845,Uue Maailma Tänavafestival 2015,https://www.hooandja.ee/projekt/uue-maailma-tanavafestival-2015,Uue Maailma Tänavafestival Kodanikualgatus,Kodanikualgatus,https://www.hooandja.ee/users/raido2,103,3093,2015
844,Tallinna Fotokuu 2015,https://www.hooandja.ee/projekt/tallinna-fotokuu-2015,Fotokunstnike Ühendus MTÜ Kunst,Kunst,https://www.hooandja.ee/users/karinkahre1,101,5547,2015
843,Miniõpilasfirma Digitund,https://www.hooandja.ee/projekt/digitund-sinu-kooli,Anneli Tumanski Haridus,Haridus,https://www.hooandja.ee/users/annelitumanski,135,540,2015
842,Näitus „Libavetel“ – „On Ghost Waters“,https://www.hooandja.ee/projekt/naitus-libavetel-ghost-waters,Ivo Lill Kunst,Kunst,https://www.hooandja.ee/users/ivo6,103,3620,2015
841,Kolmas rahvusvaheline improteatrite festival Tilt,https://www.hooandja.ee/projekt/kolmas-rahvusvaheline-improteatrite-festival-tilt,Improgrupp Jaa! Teater,Teater,https://www.hooandja.ee/users/info25,100,932,2015
840,Odd Hugo albumi “POCKET” väljaandmine,https://www.hooandja.ee/projekt/odd-hugo-albumi-pocket-valjaandmine,Rando Kruus Muusika,Muusika,https://www.hooandja.ee/users/randokruus,102,2556,2015
839,Raamatu „Konnapoiste talvejutud“ trükkimine,https://www.hooandja.ee/projekt/konnapoiste-talveroom,Risto Kask Trükis,Trükis,https://www.hooandja.ee/users/info14,106,1930,2015
838,Ansambel Uus Energia vinüülplaat,https://www.hooandja.ee/projekt/ansambel-uus-energia-vinuulplaat,Mariliis Rannama Muusika,Muusika,https://www.hooandja.ee/users/mariliisrannama,104,2081,2015
837,Karl Kristjan Kalluste talvehooaja treeninglaager Anthem Wakepargis,https://www.hooandja.ee/projekt/karl-kristjan-kalluste-talvehooaja-treeninglaager-anthem-wakepargis,Karl Kristjan Kalluste Sport,Sport,https://www.hooandja.ee/users/karlkalluste,121,1934,2015
835,"Hõimukalender 2016 ""Soome-ugri rahvustoidud""",https://www.hooandja.ee/projekt/hoimukalender-2016,Soome-Ugri Toidukultuuri Selts Kodanikualgatus,Kodanikualgatus,https://www.hooandja.ee/users/finnougrictastes,106,1590,2015
836,Muuseumidevaheline laste ja noorte festival „Avatud mänguväljad“,https://www.hooandja.ee/projekt/muuseumidevaheline-laste-ja-noorte-festival-avatud-manguvaljad,Jelena Sündmus,Sündmus,https://www.hooandja.ee/users/jelenalevtsenkova,102,1125,2015
834,Isaga Draakonil,https://www.hooandja.ee/projekt/isaga-draakonil,Lauri Saatpalu Muusika,Muusika,https://www.hooandja.ee/users/lauri8,143,4279,2015
833,Elephants From Neptune kontsert Rock Cafés,https://www.hooandja.ee/projekt/elephants-neptune-kontsert-rock-cafes,Elephants From Neptune Muusika,Muusika,https://www.hooandja.ee/users/karl6,109,3808,2015
832,CD “Ambitious” – Vinlandi laulud inglise ja vene keeles,https://www.hooandja.ee/projekt/cd-ambitious-vinlandi-lood-inglise-ja-vene-keeles,juhani.jaeger Muusika,Muusika,https://www.hooandja.ee/users/juhanijaeger,102,3070,2015
831,Kungla kuningriik,https://www.hooandja.ee/projekt/kungla-kuningriik,Aita Nurga Trükis,Trükis,https://www.hooandja.ee/users/aitan1111,100,2000,2015
830,CD „Liikuv laul“ – eesti ja prantsuse keeles,https://www.hooandja.ee/projekt/cd-liikuv-laul-eesti-ja-prantsuse-keeles,Külliki Levin Muusika,Muusika,https://www.hooandja.ee/users/kullikilevin,102,3555,2015
829,Ivi Rausi sooloalbum “2+2 on 2”,https://www.hooandja.ee/projekt/ivi-rausi-sooloalbum-22-2,Ivi Rausi Muusika,Muusika,https://www.hooandja.ee/users/ivirausi,115,2811,2015
828,"“Tõelised naised, tõelised mehed ja tõelised teised”",https://www.hooandja.ee/projekt/toelised-naised-toelised-mehed-ja-toelised-teised,Tiina Sööt Teater,Teater,https://www.hooandja.ee/users/kaieolmre,104,1656,2015
827,Kahvliahvi kokaraamat,https://www.hooandja.ee/projekt/kahvliahvi-kokaraamat,Kahvliahvi kokakool Trükis,Trükis,https://www.hooandja.ee/users/merle2,125,6242,2015
825,MaiGroupi teine stuudioalbum,https://www.hooandja.ee/projekt/maigroupi-teine-stuudioalbum,ML Muusika,Muusika,https://www.hooandja.ee/users/mai-jC3B5gi,102,3068,2015
